,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
897,17.000.000 TL,İstanbul,Üsküdar,Çengelköy,Satılık,Daire,4 + 1,200 m2,190 m2,Bahçe Katı,10 Yaşında,Eşyalı Değil,2,Betonarme,Mesa Çengelköy,Doğalgaz
898,10.500.000 TL,İstanbul,Beşiktaş,Konaklar,Satılık,Daire,4 + 1,280 m2,245 m2,Çatı Katı,25 Yaşında,Eşyalı Değil,3,Betonarme,Burakbey Sitesi,Doğalgaz
899,2.950.000 TL,İstanbul,Çekeköy,Taşdelen,Satılık,Daire,5 + 1,200 m2,170 m2,9. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
900,4.850.000 TL,İstanbul,Kadıköy,Dulupınar,Satılık,Daire,3 + 1,135 m2,85 m2,8. Kat,3 Yaşında,Eşyalı Değil,2,Betonarme,Nuhoğlu Yenitepe 1.,Doğalgaz
901,8.350.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,3 + 1,170 m2,135 m2,21 ve üzeri,10 Yaşında,Eşyalı Değil,2,Betonarme,MASHATTAN,Doğalgaz
902,4.000.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,3 + 1,155 m2,145 m2,13. Kat,2 Yaşında,Eşyalı,2,Betonarme,AVRUPARK,Doğalgaz
903,3.150.000 TL,İstanbul,Üsküdar,Küçüksu,Satılık,Daire,3 + 1,105 m2,89 m2,Bahçe Katı,21 Yaşında,Eşyalı Değil,1,Betonarme,Evet (2001 Çengelköy,Doğalgaz
904,2.550.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,3 + 1,160 m2,140 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
905,2.100.000 TL,İstanbul,Başakşehir,Kayabaşı,Satılık,Daire,2 + 1,83 m2,70 m2,3. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,24 bölge,Doğalgaz
906,1.500.000 TL,İstanbul,Arnavutköy,Taşoluk,Satılık,Daire,2 + 1,125 m2,110 m2,Çatı Katı,Sıfır Bina,Eşyalı Değil,2,Betonarme,havakent,Doğalgaz
907,19.750.000 TL,İstanbul,Şişli,Cuhuriyet,Satılık,Residence,4 + 1,225 m2,205 m2,21 ve üzeri,10 Yaşında,Eşyalı,2,Çelik,AnthillRezidence,Doğalgaz
908,940.000 TL,İstanbul,Esenyurt,BarbarosHayrettinPaşa,Satılık,Daire,1 + 1,70 m2,50 m2,21 ve üzeri,4 Yaşında,Eşyalı Değil,1,Betonarme,KRİSTALŞEHİR,Doğalgaz
909,1.350.000 TL,İstanbul,Küçükçekece,İstasyon,Satılık,Daire,2 + 1,85 m2,80 m2,Ara Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,Tunay Rezidans,Doğalgaz
910,9.490.000 TL,İstanbul,Şişli,19Mayıs,Satılık,Residence,2 + 1,152 m2,120 m2,Ara Kat,10 Yaşında,Eşyalı,2,Çelik,Şişli Plaza,Doğalgaz
911,700.000 TL,İstanbul,Üraniye,Esenevler,Satılık,Daire,2 + 1,101 m2,100 m2,Yarı Bodrum,13 Yaşında,Eşyalı Değil,2,Betonarme,Ekşioğlu ufukkent,Doğalgaz
912,1.725.000 TL,İstanbul,Kartal,SoğanlıkYeni,Satılık,Daire,2 + 1,64 m2,50 m2,11. Kat,13 Yaşında,Eşyalı Değil,1,Betonarme,soyak evreka,Doğalgaz
913,7.500.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,3 + 1,170 m2,139 m2,21 ve üzeri,11 Yaşında,Eşyalı Değil,2,Çelik,mashattan,Doğalgaz
914,9.500.000 TL,İstanbul,Kağıthane,Haidiye,Satılık,Daire,2 + 1,155 m2,110 m2,1. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,Vadi İstanbul,Doğalgaz
915,2.600.000 TL,İstanbul,Kağıthane,Ortabayır,Satılık,Daire,1 + 1,70 m2,50 m2,10. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,ELEXİA LEVENT,Doğalgaz
916,4.250.000 TL,İstanbul,Gaziosanpaşa,Karadeniz,Satılık,Daire,3 + 1,180 m2,125 m2,19. Kat,6 Yaşında,Eşyalı Değil,3,Betonarme,VENEZİA VİAPORT,Doğalgaz
917,12.500.000 TL,İstanbul,Sarıyer,Çalıtepe,Satılık,Daire,4 + 1,230 m2,220 m2,2. Kat,30 Yaşında,Eşyalı Değil,3,Betonarme,",",Doğalgaz
918,4.200.000 TL,İstanbul,Üraniye,Esenevler,Satılık,Daire,4 + 2,185 m2,170 m2,10. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
919,1.329.000 TL,İstanbul,Beylikdüzü,Barış,Satılık,Daire,3 + 1,160 m2,148 m2,14. Kat,10 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
920,460.000 TL,İstanbul,Arnavutköy,Haraççı,Satılık,Daire,2 + 1,75 m2,65 m2,Bodrum,Sıfır Bina,Eşyalı Değil,1,Betonarme,Ntk Konakları,Doğalgaz
921,22.000.000 TL,İstanbul,Beşiktaş,Ulus,Satılık,Daire,4 + 1,220 m2,200 m2,2. Kat,16 Yaşında,Eşyalı Değil,2,Betonarme,Arya Evleri,Doğalgaz
922,2.500.000 TL,İstanbul,Küçükçekece,Cennet,Satılık,Daire,3 + 1,118 m2,100 m2,2. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,CENNET SİTESİ,Doğalgaz
923,2.300.000 TL,İstanbul,Bağcılar,15Teuz,Satılık,Daire,2 + 1,135 m2,115 m2,3. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,guneşli homes,Doğalgaz
924,14.000.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,3 + 1,200 m2,180 m2,Çatı Katı,5 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
925,8.500.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,170 m2,160 m2,Bahçe Katı,8 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belir,Doğalgaz
926,5.500.000 TL,İstanbul,Zeytinburnu,Seyitniza,Satılık,Daire,3 + 1,158 m2,140 m2,3. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,MERKEZ PARK YEL EVLE,Doğalgaz
927,680.000 TL,İstanbul,Esenyurt,BarbarosHayrettinPaşa,Satılık,Daire,1 + 1,110 m2,60 m2,7. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
928,1.499.000 TL,İstanbul,Gaziosanpaşa,Bağlarbaşı,Satılık,Residence,2 + 1,110 m2,96 m2,4. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,SEÇKİNLER SİTESİ,Doğalgaz
929,6.150.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,2 + 1,165 m2,140 m2,1. Kat,3 Yaşında,Eşyalı Değil,2,Kagir,merkez Zekeriyaköy sitesi,Doğalgaz
930,1.550.000 TL,İstanbul,Sancaktepe,Atatürk,Satılık,Daire,1 + 1,88 m2,78 m2,Bahçe Katı,14 Yaşında,Eşyalı Değil,1,Betonarme,Triadpark,Doğalgaz
931,60.000.000 TL,İstanbul,Kadıköy,Fenerbahçe,Satılık,Daire,5 + 2,460 m2,350 m2,Çatı Katı,5 Yaşında,Eşyalı Değil,5,Ahşap,Dalyan konaklari,Doğalgaz
932,4.500.000 TL,İstanbul,Ataşehir,Barbaros,Satılık,Daire,2 + 1,129 m2,110 m2,Bahçe Katı,15 Yaşında,Eşyalı,2,Betonarme,Ağaoğlu My World Suncity,Doğalgaz
933,4.000.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,3 + 1,135 m2,105 m2,3. Kat,3 Yaşında,Eşyalı Değil,2,Betonarme,liv büyükçekmec,Doğalgaz
934,1.000.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,2 + 1,115 m2,100 m2,5. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
935,3.150.000 TL,İstanbul,Bahçelievler,Bahçelievler,Satılık,Daire,3 + 1,110 m2,100 m2,1. Kat,28 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
936,1.400.000 TL,İstanbul,Kartal,UğurMucu,Satılık,Daire,3 + 1,130 m2,120 m2,5. Kat,25 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
937,2.775.000 TL,İstanbul,Esenyurt,PiriReis,Satılık,Daire,3 + 1,156 m2,130 m2,8. Kat,9 Yaşında,Eşyalı Değil,2,Betonarme,İSTHANBUL EVLERİ,Doğalgaz
938,2.350.000 TL,İstanbul,Maltepe,Zürütevler,Satılık,Daire,2 + 1,105 m2,90 m2,1. Kat,15 Yaşında,Eşyalı Değil,1,Betonarme,Kiptaş Adatepe Sitesi,Doğalgaz
939,4.250.000 TL,İstanbul,Ataşehir,Barbaros,Satılık,Daire,2 + 1,121 m2,89 m2,17. Kat,12 Yaşında,Eşyalı,1,Betonarme,UPHİLL TOWERS,Doğalgaz
940,3.300.000 TL,İstanbul,Zeytinburnu,Merkezefendi,Satılık,Daire,3 + 1,118 m2,100 m2,11. Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,TERCÜMAN,Doğalgaz
941,900.000 TL,İstanbul,Esenyurt,Pınar,Satılık,Daire,2 + 1,110 m2,90 m2,Ara Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Ak Towers,Doğalgaz
942,6.150.000 TL,İstanbul,Küçükçekece,Fatih,Satılık,Daire,2 + 1,120 m2,110 m2,5. Kat,2 Yaşında,Eşyalı Değil,2,Betonarme,BLUE LAKE,Doğalgaz
943,5.900.000 TL,İstanbul,Kartal,Kordonboyu,Satılık,Daire,3 + 1,147 m2,110 m2,10. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,Mesa Marmara,Doğalgaz
944,2.629.000 TL,İstanbul,Beylikdüzü,Marara,Satılık,Daire,3 + 1,160 m2,145 m2,7. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
945,2.000.000 TL,İstanbul,Maltepe,Altayçeşe,Satılık,Daire,3 + 1,100 m2,80 m2,Yüksek Giriş,25 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
946,22.000.000 TL,İstanbul,Bakırköy,Yeşilköy,Satılık,Daire,5 + 2,380 m2,350 m2,En Üst Kat,10 Yaşında,Eşyalı Değil,3,Betonarme,Yeşilköy Konakları Sitesi,Doğalgaz
947,14.500.000 TL,İstanbul,Kadıköy,Kozyatağı,Satılık,Daire,4 + 2,400 m2,300 m2,En Üst Kat,5 Yaşında,Eşyalı Değil,3,Betonarme,melek sitesi,Doğalgaz
948,2.800.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,5 + 2,250 m2,240 m2,15. Kat,25 Yaşında,Eşyalı Değil,3,Betonarme,umut sitesi,Doğalgaz
949,8.500.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,180 m2,160 m2,Bahçe Katı,10 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
950,1.350.000 TL,İstanbul,Beylikdüzü,Kavaklı,Satılık,Daire,2 + 1,105 m2,100 m2,Giriş Katı,2 Yaşında,Eşyalı Değil,1,Betonarme,yedi tepe vadi Konak,Doğalgaz
951,4.000.000 TL,İstanbul,Şişli,Fulya,Satılık,Daire,3 + 1,150 m2,130 m2,7. Kat,31 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
952,2.050.000 TL,İstanbul,Küçükçekece,HalkalıMerkez,Satılık,Daire,2 + 1,90 m2,80 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,LOCA,Doğalgaz
953,5.750.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,3 + 1,180 m2,123 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Göktürk Prime,Doğalgaz
954,6.000.000 TL,İstanbul,Bakırköy,Ataköy7-8-9-10.Kısı,Satılık,Daire,3 + 1,140 m2,134 m2,Yüksek Giriş,25 Yaşında,Eşyalı Değil,2,Betonarme,ATA SİTESİ,Doğalgaz
955,11.800.000 TL,İstanbul,Sarıyer,Tarabya,Satılık,Daire,3 + 1,177 m2,117 m2,Çatı Katı,Sıfır Bina,Eşyalı Değil,3,Betonarme,LE CHIC TARABYA,Doğalgaz
956,2.000.000 TL,İstanbul,Esenyurt,AşıkVeysel,Satılık,Daire,2 + 1,144 m2,108 m2,Ara Kat,11 Yaşında,Eşyalı Değil,2,Betonarme,patkcity,Doğalgaz
957,1.725.000 TL,İstanbul,Silivri,Yeni,Satılık,Daire,3 + 1,155 m2,135 m2,5. Kat,2 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
958,730.000 TL,İstanbul,Esenyurt,BarbarosHayrettinPaşa,Satılık,Daire,1 + 1,78 m2,68 m2,5. Kat,5 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
959,2.000.000 TL,İstanbul,Büyükçekece,Hürriyet,Satılık,Daire,3 + 1,120 m2,110 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Elektrik
960,3.900.000 TL,İstanbul,Kadıköy,Kozyatağı,Satılık,Daire,3 + 1,118 m2,90 m2,3. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,beli diyil,Doğalgaz
961,4.500.000 TL,İstanbul,Şişli,Fulya,Satılık,Residence,1 + 1,109 m2,71 m2,21 ve üzeri,18 Yaşında,Eşyalı Değil,1,Betonarme,polat tower residence,Doğalgaz
962,4.100.000 TL,İstanbul,Kağıthane,Haidiye,Satılık,Daire,2 + 1,127 m2,95 m2,4. Kat,12 Yaşında,Eşyalı Değil,2,Betonarme,blox haliç 1. et,Doğalgaz
963,2.150.000 TL,İstanbul,Üraniye,İstiklal,Satılık,Daire,2 + 1,85 m2,80 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
964,750.000 TL,İstanbul,Arnavutköy,MareşalFevziÇakak,Satılık,Daire,1 + 1,65 m2,55 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Hava Kent Taşoluk 1,Doğalgaz
965,1.850.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,2 + 1,98 m2,68 m2,3. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,MCG MARİNA ROYAL,Doğalgaz
966,4.500.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,230 m2,190 m2,7. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,Centro Rezidans,Doğalgaz
967,4.250.000 TL,İstanbul,Zeytinburnu,Süer,Satılık,Daire,2 + 1,119 m2,86 m2,4. Kat,Sıfır Bina,Eşyalı Değil,2,Çelik,Locamahal Veliefendi,Doğalgaz
968,3.000.000 TL,İstanbul,Küçükçekece,Kartaltepe,Satılık,Daire,1 + 1,70 m2,60 m2,1. Kat,1 Yaşında,Eşyalı Değil,1,Betonarme,TORKAM AVM,Doğalgaz
969,4.000.000 TL,İstanbul,Adalar,Maden,Satılık,Daire,3 + 1,200 m2,160 m2,En Üst Kat,30 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
970,9.950.000 TL,İstanbul,Kadıköy,Caddebostan,Satılık,Daire,3 + 1,130 m2,105 m2,11. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,TURKUAZ PARK RECİDANS,Doğalgaz
971,3.500.000 TL,İstanbul,Kağıthane,Haidiye,Satılık,Daire,3 + 1,200 m2,135 m2,10. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,İSTOVA İSTANBUL,Doğalgaz
972,2.450.000 TL,İstanbul,Küçükçekece,İnönü,Satılık,Daire,2 + 1,106 m2,85 m2,2. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,ÖZGÜR RESİDENCE SİTESİ,Doğalgaz
973,2.750.000 TL,İstanbul,Şişli,Cuhuriyet,Satılık,Residence,1 + 0,60 m2,40 m2,Yüksek Giriş,8 Yaşında,Eşyalı Değil,1,Betonarme,Öğer Rezidans,Doğalgaz
974,4.400.000 TL,İstanbul,Sultanbeyli,Hasanpaşa,Satılık,Daire,3 + 1,201 m2,118 m2,11. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,MERKEZ HAYAT RESİDENCE,Doğalgaz
975,3.900.000 TL,İstanbul,Gaziosanpaşa,Mevlana,Satılık,Daire,2 + 1,123 m2,85 m2,18. Kat,6 Yaşında,Eşyalı,2,Çelik,AvrupaKonutları Tem2,Doğalgaz
976,5.500.000 TL,İstanbul,Adalar,Maden,Satılık,Daire,3 + 1,160 m2,120 m2,Bahçe Katı,30 Yaşında,Eşyalı,3,Betonarme,maden sitesi,Doğalgaz
977,2.650.000 TL,İstanbul,Kağıthane,Merkez,Satılık,Residence,1 + 1,66 m2,43 m2,3. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,nida park,Doğalgaz
978,3.650.000 TL,İstanbul,Beykoz,AnadoluHisarı,Satılık,Daire,3 + 1,135 m2,130 m2,4. Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,alyap 2 sitesi,Doğalgaz
979,1.450.000 TL,İstanbul,Eyüpsultan,Karadolap,Satılık,Daire,2 + 1,90 m2,82 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
980,21.900.000 TL,İstanbul,Sarıyer,Poligon,Satılık,Daire,5 + 1,300 m2,280 m2,Bahçe Katı,8 Yaşında,Eşyalı Değil,3,Betonarme,Seba Vista,Doğalgaz
981,8.000.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,3 + 1,170 m2,140 m2,14. Kat,11 Yaşında,Eşyalı Değil,2,Çelik,Mashattan Residence,Doğalgaz
982,1.799.000 TL,İstanbul,Esenyurt,NecipFazılKısakürek,Satılık,Daire,2 + 1,150 m2,140 m2,21 ve üzeri,5 Yaşında,Eşyalı Değil,2,Betonarme,Star Towers,Doğalgaz
983,10.495.000 TL,İstanbul,Şişli,Cuhuriyet,Satılık,Daire,2 + 1,200 m2,178 m2,17. Kat,10 Yaşında,Eşyalı,2,Betonarme,Divan Residence at Bomonti Plaza,Doğalgaz
984,3.325.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,6 + 2,320 m2,280 m2,5. Kat,20 Yaşında,Eşyalı Değil,4,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
985,8.000.000 TL,İstanbul,Zeytinburnu,Kazlıçeşe,Satılık,Residence,3 + 1,160 m2,125 m2,5. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,Ottomare Suites,Doğalgaz
986,3.300.000 TL,İstanbul,Beylikdüzü,Gürpınar,Satılık,Daire,5 + 2,220 m2,200 m2,Teras Katı,Sıfır Bina,Eşyalı Değil,4,Betonarme,yapı,Doğalgaz
987,10.500.000 TL,İstanbul,Sarıyer,Ayazağa,Satılık,Daire,2 + 1,146 m2,120 m2,Bahçe Katı,5 Yaşında,Eşyalı Değil,2,Betonarme,VADİ İSTANBUL,Doğalgaz
988,1.344.900 TL,İstanbul,Büyükçekece,Sinanoba,Satılık,Daire,3 + 1,145 m2,130 m2,6. Kat,21 Yaşında,Eşyalı Değil,2,Betonarme,knje,Doğalgaz
989,3.599.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,2 + 1,125 m2,110 m2,8. Kat,5 Yaşında,Eşyalı,1,Betonarme,PERLEVİSTA,Doğalgaz
990,8.030.000 TL,İstanbul,Beyoğlu,İstiklal,Satılık,Residence,3 + 1,147 m2,110 m2,6. Kat,2 Yaşında,Eşyalı Değil,2,Betonarme,piyalepaşa,Doğalgaz
991,5.000.000 TL,İstanbul,Şişli,Cuhuriyet,Satılık,Residence,2 + 1,100 m2,85 m2,21 ve üzeri,5 Yaşında,Eşyalı,1,Betonarme,ANTHILL RESIDENCE,Doğalgaz
992,7.500.000 TL,İstanbul,Sarıyer,Ferahevler,Satılık,Daire,2 + 1,110 m2,90 m2,Bahçe Katı,Sıfır Bina,Eşyalı Değil,2,Betonarme,Tarabya Vadi Konakları,Doğalgaz
993,9.390.000 TL,İstanbul,Sancaktepe,Abdurrahangazi,Satılık,Daire,4 + 1,260 m2,240 m2,2. Kat,7 Yaşında,Eşyalı Değil,3,Betonarme,Sinpaş GYO - Lagün İstanbul Sitesi,Doğalgaz
994,4.100.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,2 + 1,130 m2,110 m2,Ara Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,MERIDYEN SUITES,Doğalgaz
995,8.000.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,3 + 1,170 m2,135 m2,Bahçe Katı,7 Yaşında,Eşyalı Değil,2,Betonarme,Mashattan Konutları,Elektrik
996,1.500.000 TL,İstanbul,Kağıthane,Çağlayan,Satılık,Residence,1 + 1,70 m2,45 m2,11. Kat,5 Yaşında,Eşyalı,1,Betonarme,mint kağıthane,Doğalgaz
997,2.200.000 TL,İstanbul,Kağıthane,SultanSeli,Satılık,Residence,2 + 1,120 m2,75 m2,11. Kat,1 Yaşında,Eşyalı Değil,1,Betonarme,deha plus,Doğalgaz
998,14.000.000 TL,İstanbul,Beşiktaş,Ortaköy,Satılık,Daire,4 + 1,210 m2,185 m2,2. Kat,22 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
999,5.500.000 TL,İstanbul,Silivri,Güüşyaka,Satılık,Yazlık,3 + 1,160 m2,159 m2,Villa Katı,30 Yaşında,Eşyalı Değil,1,Kagir,Edirne Sahil Sitesi,Elektrik
1000,25.000.000 TL,İstanbul,Beşiktaş,Ulus,Satılık,Daire,3 + 1,160 m2,159 m2,1. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,Ulus Savoy Sitesi,Doğalgaz
1001,5.000.000 TL,İstanbul,Sarıyer,Huzur,Satılık,Residence,1 + 1,81 m2,63 m2,8. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Skyland İstanbul,Doğalgaz
1002,3.850.000 TL,İstanbul,Beylikdüzü,Kavaklı,Satılık,Daire,6 + 1,370 m2,223 m2,En Üst Kat,1 Yaşında,Eşyalı Değil,3,Betonarme,sehribbeyaz2,Doğalgaz
1003,750.000 TL,İstanbul,Esenyurt,Yeşilkent,Satılık,Daire,2 + 1,110 m2,100 m2,9. Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,FİTOWERS,Doğalgaz
1004,1.000.000 TL,İstanbul,Esenyurt,Yeşilkent,Satılık,Daire,1 + 1,68 m2,65 m2,18. Kat,8 Yaşında,Eşyalı Değil,1,Betonarme,INNOVIA 2,Doğalgaz
1005,2.200.000 TL,İstanbul,Bağcılar,15Teuz,Satılık,Daire,2 + 1,120 m2,100 m2,5. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,HANEM GÜNEŞLİ,Doğalgaz
1006,2.650.000 TL,İstanbul,Esenyurt,Yeşilkent,Satılık,Daire,2 + 1,107 m2,100 m2,Ara Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,innovia 2,Doğalgaz
1007,1.525.000 TL,İstanbul,Arnavutköy,Hadıköy,Satılık,Daire,3 + 1,144 m2,124 m2,4. Kat,12 Yaşında,Eşyalı Değil,2,Betonarme,TUĞRA KENT sitesi,Doğalgaz
1008,1.500.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,160 m2,145 m2,Ara Kat,22 Yaşında,Eşyalı Değil,2,Betonarme,Güzelkent,Doğalgaz
1009,8.250.000 TL,İstanbul,Bakırköy,Yeşilköy,Satılık,Daire,3 + 1,130 m2,120 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
1010,1.680.000 TL,İstanbul,Ataşehir,MustafaKeal,Satılık,Daire,2 + 1,100 m2,85 m2,Yüksek Giriş,23 Yaşında,Eşyalı Değil,2,Betonarme,HİSARKENT SİTESİ,Doğalgaz
1011,3.475.000 TL,İstanbul,Üsküdar,Kirazlıtepe,Satılık,Daire,3 + 2,170 m2,150 m2,4. Kat,26 Yaşında,Eşyalı Değil,2,Betonarme,SANCAKTUTAN,Doğalgaz
1012,2.700.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,210 m2,190 m2,3. Kat,25 Yaşında,Eşyalı Değil,3,Betonarme,jetkent sitesi,Doğalgaz
1013,3.650.000 TL,İstanbul,Çekeköy,Haidiye,Satılık,Daire,3 + 1,140 m2,132 m2,4. Kat,22 Yaşında,Eşyalı Değil,3,Betonarme,Dumankaya Çekmeköy,Doğalgaz
1014,1.450.000 TL,İstanbul,Arnavutköy,AdnanMenderes,Satılık,Daire,2 + 1,95 m2,85 m2,2. Kat,14 Yaşında,Eşyalı Değil,1,Betonarme,Toki Taşoluk 1.Etap,Doğalgaz
1015,2.400.000 TL,İstanbul,Bağcılar,Kirazlı,Satılık,Daire,3 + 1,110 m2,100 m2,9. Kat,2 Yaşında,Eşyalı Değil,1,Betonarme,kirazlı hayal park,Doğalgaz
1016,4.250.000 TL,İstanbul,Kartal,Cuhuriyet,Satılık,Daire,3 + 1,148 m2,126 m2,6. Kat,10 Yaşında,Eşyalı Değil,3,Betonarme,serrapark 2,Doğalgaz
1017,2.300.000 TL,İstanbul,Eyüpsultan,Alibeyköy,Satılık,Daire,2 + 1,90 m2,72 m2,3. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Ali Park,Doğalgaz
1018,2.500.000 TL,İstanbul,Kadıköy,19Mayıs,Satılık,Daire,3 + 1,100 m2,85 m2,Ara Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
1019,2.290.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,2 + 1,140 m2,135 m2,18. Kat,3 Yaşında,Eşyalı,2,Betonarme,Tual Bahçekent Rezidans,Doğalgaz
1020,1.800.000 TL,İstanbul,Küçükçekece,Atakent,Satılık,Daire,3 + 1,110 m2,100 m2,Yüksek Giriş,25 Yaşında,Eşyalı Değil,2,Betonarme,alarko sıtesı,Doğalgaz
1021,40.000.000 TL,İstanbul,Kadıköy,Caddebostan,Satılık,Daire,7 + 2,416 m2,310 m2,Yüksek Giriş,28 Yaşında,Eşyalı Değil,4,Betonarme,Ragıp Paşa Korusu,Doğalgaz
1022,9.950.000 TL,İstanbul,Sarıyer,Huzur,Satılık,Residence,2 + 1,138 m2,90 m2,21 ve üzeri,4 Yaşında,Eşyalı,1,Betonarme,Skyland İstanbul,Doğalgaz
1023,3.200.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,3 + 1,150 m2,130 m2,Çatı Katı,10 Yaşında,Eşyalı Değil,2,Betonarme,sedir Evler,Doğalgaz
